query_id,query_text,doc_id,relevance
1056437,what is does un stands for,msmarco_v2.1_doc_32_824305248,1
1056482,who was the last confederate soldier to surrender?,msmarco_v2.1_doc_00_1043371405,1
7968,When did the earthquake hit San Francisco during the World Series,msmarco_v2.1_doc_06_1761462160,1
1056548,who was the lone survivor,msmarco_v2.1_doc_08_595024704,1
270140,how long to cook sauerkraut and fresh kielbasa in slow cooker,msmarco_v2.1_doc_35_79412252,1
1056580,what is disease models,msmarco_v2.1_doc_17_172233432,1
794469,what is sdna computer,msmarco_v2.1_doc_00_1142413009,1
1056644,what is diflorasone diacetate cream used for,msmarco_v2.1_doc_02_1562166268,1
1056726,what is diagnosis of engineering,msmarco_v2.1_doc_17_121024963,1
1056758,what is depreciation of products,msmarco_v2.1_doc_07_377982830,1
794625,what is secession,msmarco_v2.1_doc_18_1962434957,1
525660,turpentine slang meaning,msmarco_v2.1_doc_05_972891492,1
1056850,who was the stig?,msmarco_v2.1_doc_18_2965617865,1
1056950,who was the woman who sang in wicked & rent?,msmarco_v2.1_doc_03_805445074,1
1057015,what is deck over on gooseneck trailers,msmarco_v2.1_doc_49_1153990283,1
270603,how long to fry okra,msmarco_v2.1_doc_10_1104531483,1
1057112,what is datum target,msmarco_v2.1_doc_39_681639691,1
1057139,what is database software? quizlet,msmarco_v2.1_doc_26_1518782548,1
1057168,who was yankee doodle,msmarco_v2.1_doc_02_332096726,1
1057251,who were george washington's parents,msmarco_v2.1_doc_04_291737831,1
1057270,who were marilyn monroe's friends,msmarco_v2.1_doc_06_1764259691,1
88831,causes of trigger finger in children,msmarco_v2.1_doc_24_412089632,1
8714,_____ is the name used to refer to the era of legalized segregation in the united states,msmarco_v2.1_doc_34_1558767955,1
1057334,what is custom software,msmarco_v2.1_doc_51_168416181,1
533105,upstart meaning,msmarco_v2.1_doc_09_1536798216,1
8854,________ disparity refers to the slightly different view of the world that each eye receives.cyclopeanbinocularmonoculartrichromatic,msmarco_v2.1_doc_37_89812534,1
1057476,who were the hyksos people,msmarco_v2.1_doc_07_521871968,1
1057488,who were the kings of denmark,msmarco_v2.1_doc_18_260635925,1
1057539,what is crime rate for new port richey fl,msmarco_v2.1_doc_04_748495830,1
1057656,what is county mean,msmarco_v2.1_doc_10_1485884712,1
1057757,who won ct election,msmarco_v2.1_doc_16_3238175550,1
1057937,confident man definition,msmarco_v2.1_doc_10_1485252574,1
1057996,what is considered the love apple,msmarco_v2.1_doc_05_1111766387,1
9454,a simple definition for the word bias.,msmarco_v2.1_doc_16_3229537818,1
1058036,what is considered human service experience,msmarco_v2.1_doc_17_1774595179,1
1058100,who wrote california dreaming,msmarco_v2.1_doc_16_2675677816,1
1058141,what is conjugated,msmarco_v2.1_doc_05_1071155370,1
1058165,who wrote dear john song,msmarco_v2.1_doc_08_1654451798,1
1058182,what is compressed air,msmarco_v2.1_doc_05_1594812614,1
1058325,what is collier investments inc,msmarco_v2.1_doc_58_1859784896,1
1058442,what is cmc program,msmarco_v2.1_doc_01_1109246559,1
1058470,what is clockspring,msmarco_v2.1_doc_04_480875866,1
1058515,what is cladribine,msmarco_v2.1_doc_00_996199477,1
796383,what is simplicheck,msmarco_v2.1_doc_09_469484590,1
534305,usaa home insurance phone number,msmarco_v2.1_doc_24_842774445,1
1058601,what is chromosome coiling,msmarco_v2.1_doc_00_1415033464,1
1058604,what is chromium bro,msmarco_v2.1_doc_16_3017288861,1
569674,what are the factors in a marketing mix?,msmarco_v2.1_doc_17_3742971696,1
220151,how do river otters see underwater?,msmarco_v2.1_doc_10_1238234853,1
10205,accelerated cml symptoms,msmarco_v2.1_doc_13_1327354809,1
1058822,who wrote the book ninjago,msmarco_v2.1_doc_01_2016693207,1
10276,"access, how to go to most recent record",msmarco_v2.1_doc_29_333117793,1
1058885,what is causing the constant dry heaving and nausea,msmarco_v2.1_doc_58_1326221098,1
10312,accordian definition,msmarco_v2.1_doc_05_1048359843,1
272500,how long to wait between perm and color,msmarco_v2.1_doc_03_1607847229,1
1058952,what is cataflam,msmarco_v2.1_doc_38_806989939,1
1058978,who wrote the kentucky waltz,msmarco_v2.1_doc_08_666405289,1
1059045,what is cameroon most important resource,msmarco_v2.1_doc_05_1809805702,1
1059077,composite object definition,msmarco_v2.1_doc_16_743507925,1
534941,usps schedule a delivery,msmarco_v2.1_doc_02_1037042878,1
272815,how long until boiled eggs are done,msmarco_v2.1_doc_50_965363740,1
1059287,what is bst in,msmarco_v2.1_doc_09_1784130296,1
1059420,what is boiled wool,msmarco_v2.1_doc_03_1408557973,1
1059421,what is body hives,msmarco_v2.1_doc_06_1414573936,1
535142,utm rounds,msmarco_v2.1_doc_04_979732462,1
535142,utm rounds,msmarco_v2.1_doc_04_986482439,1
1059442,who wrote when the levee breaks,msmarco_v2.1_doc_19_480976906,1
273014,how long until you see gains from test e,msmarco_v2.1_doc_00_276953950,1
11006,actress who plays alice on the magicians,msmarco_v2.1_doc_06_41895602,1
1059601,what is block paintings,msmarco_v2.1_doc_51_160029951,1
1059619,who's the killer,msmarco_v2.1_doc_01_495195361,1
1059646,who's voice come from?,msmarco_v2.1_doc_18_2994169289,1
1059698,compare cost of dental implants,msmarco_v2.1_doc_01_1272065352,1
11133,acute myelogenous leukemia age,msmarco_v2.1_doc_00_443235551,1
273449,how long will cut melon stay good,msmarco_v2.1_doc_02_793393540,1
535599,vanda orchids different leaf types,msmarco_v2.1_doc_34_1593056612,1
273481,how long will food last in the refrigerator without power,msmarco_v2.1_doc_01_1467543725,1
1060039,what is beverly hills md,msmarco_v2.1_doc_42_1067389874,1
1060040,what is betts,msmarco_v2.1_doc_54_1657081095,1
176677,"during pregnancy, when does the baby get in the head down position",msmarco_v2.1_doc_08_445979292,1
1094191,is common law marriage legal in what states,msmarco_v2.1_doc_16_3182298953,1
812190,what is the constitution act 1867,msmarco_v2.1_doc_09_1214956325,1
1060305,why are clouds flat at the bottom,msmarco_v2.1_doc_50_2299093640,1
798253,what is southwest airlines baggage policy,msmarco_v2.1_doc_52_1470396100,1
798284,what is soya foods,msmarco_v2.1_doc_11_23934444,1
1060462,what is baking chocolate,msmarco_v2.1_doc_54_1398534697,1
1060566,community bank bristow routing number,msmarco_v2.1_doc_00_526873587,1
274175,how many 1000 in 1 million,msmarco_v2.1_doc_03_1635094726,1
1060616,why are junction mounts needed for cameras,msmarco_v2.1_doc_52_312780056,1
1060623,what is baby boomers means,msmarco_v2.1_doc_07_393021481,1
536480,verrucous lesion,msmarco_v2.1_doc_03_640233377,1
1060795,what is average wet bulb temp,msmarco_v2.1_doc_27_761877839,1
1006922,which chromosome controls sex characteristics,msmarco_v2.1_doc_54_1079878538,1
262280,how long is a dogs heat cycle?,msmarco_v2.1_doc_10_447731046,1
1060868,what is average roi for advertising,msmarco_v2.1_doc_46_360475645,1
1060881,what is average pay for a warrant officer?,msmarco_v2.1_doc_41_640406833,1
536654,vestibular hypofunction definition,msmarco_v2.1_doc_04_326653748,1
482666,prohibition defdinition,msmarco_v2.1_doc_07_802324366,1
798883,what is spoofing in the context of it?,msmarco_v2.1_doc_53_1299267465,1
536791,viable meaning?,msmarco_v2.1_doc_10_1504767976,1
798945,what is spotting,msmarco_v2.1_doc_00_268249787,1
570068,what are the four steps in the machine cycle,msmarco_v2.1_doc_50_1718307189,1
1004258,when he was born ben franklin,msmarco_v2.1_doc_55_391002651,1
1061237,what is assassin's creed unity,msmarco_v2.1_doc_00_458476479,1
536995,view pay stub,msmarco_v2.1_doc_02_847437012,1
1094389,insertion point definition,msmarco_v2.1_doc_29_855166144,1
12741,age and weight requirements for children to sit in the front seat,msmarco_v2.1_doc_33_1063123208,1
1061324,what is arts integration,msmarco_v2.1_doc_12_394826273,1
274981,how many atp does glycolysis produce,msmarco_v2.1_doc_00_993072328,1
274981,how many atp does glycolysis produce,msmarco_v2.1_doc_03_1609984360,1
1061472,what is aripiprazole used for?,msmarco_v2.1_doc_06_152522404,1
12903,age discrimination in the workplace cases,msmarco_v2.1_doc_03_899037,1
275137,how many babies in a chipmunk birth?,msmarco_v2.1_doc_00_306557128,1
537301,virginia corporate income tax due date,msmarco_v2.1_doc_09_1071868327,1
537410,virus reproduce name,msmarco_v2.1_doc_07_1327536618,1
308032,how much do you get paid at build a bear,msmarco_v2.1_doc_43_161624854,1
1061762,what is appn do,msmarco_v2.1_doc_53_1299527983,1
537526,visible light from the sun,msmarco_v2.1_doc_00_1633459786,1
275534,how many books did montag steal,msmarco_v2.1_doc_06_875429806,1
13397,age not to take off shoes at airline security,msmarco_v2.1_doc_57_1886981061,1
537761,vitamin d deficiency and skin lesions,msmarco_v2.1_doc_07_1294650920,1
537825,vitamin e is good for what,msmarco_v2.1_doc_38_1205851009,1
1062223,what is animsition,msmarco_v2.1_doc_01_1800696265,1
1062332,what is an rs in money,msmarco_v2.1_doc_03_1733801665,1
1062350,what is an oxidation number used for,msmarco_v2.1_doc_44_1701334126,1
275997,how many calories are in a slice of ham,msmarco_v2.1_doc_07_978031456,1
1062457,why did franklin d roosevelt launch a new programs during his first hundred days in office,msmarco_v2.1_doc_13_733073979,1
800318,what is string cheese incident,msmarco_v2.1_doc_18_2445660493,1
1062511,what is an office administrative assistant salary in alabama,msmarco_v2.1_doc_35_882867517,1
838453,what is the parent company for adidas,msmarco_v2.1_doc_05_415636840,1
1062589,what is an nslookup,msmarco_v2.1_doc_21_939634601,1
1062603,why did italy attack ethiopia in 1935,msmarco_v2.1_doc_11_1303378132,1
1094605,in chemical form what do subscripts tell you,msmarco_v2.1_doc_00_1501852774,1
538333,voluntary muscle definition,msmarco_v2.1_doc_04_851225242,1
276208,how many calories burn during swimming,msmarco_v2.1_doc_05_1174039495,1
1062687,commercial buildings definition,msmarco_v2.1_doc_04_1058003415,1
14151,age requirements for name change,msmarco_v2.1_doc_04_1133735194,1
1062744,what is an irr or hurdle rate,msmarco_v2.1_doc_11_451672498,1
1062744,what is an irr or hurdle rate,msmarco_v2.1_doc_35_180791989,1
276329,how many calories do strawberry jello have,msmarco_v2.1_doc_09_741503613,1
276338,how many calories do you burn by dancing?,msmarco_v2.1_doc_00_825830562,1
1062784,what is an insta pot?,msmarco_v2.1_doc_50_89403102,1
832508,what is the merv rating on filters,msmarco_v2.1_doc_19_1825422394,1
1062928,what is an example of speciation,msmarco_v2.1_doc_01_674484846,1
1062961,what is an example of insight thinking,msmarco_v2.1_doc_01_674140342,1
800987,what is sunchoke,msmarco_v2.1_doc_09_753838968,1
1063177,why did spock die in wrath of khan,msmarco_v2.1_doc_50_894995519,1
818798,what is the difference in a c corp or s corp,msmarco_v2.1_doc_53_206244218,1
1063349,what is an covenant,msmarco_v2.1_doc_04_798388134,1
276979,how many calories in a medium smoothie king smoothie,msmarco_v2.1_doc_40_161286732,1
1063478,columbus texas is in what county,msmarco_v2.1_doc_16_3166007504,1
801478,what is sweetfx,msmarco_v2.1_doc_06_959691263,1
1063644,what is an amazon center,msmarco_v2.1_doc_02_460017720,1
1063659,why did the supreme court expand the incorporation of the bill of rights,msmarco_v2.1_doc_01_1637700952,1
1063758,colors in code,msmarco_v2.1_doc_10_544543606,1
1063777,what is an achilles heel injury,msmarco_v2.1_doc_09_779644212,1
539601,was abraham lincoln half black,msmarco_v2.1_doc_07_553702204,1
1063974,what is alloy c,msmarco_v2.1_doc_36_1546603530,1
277556,how many calories in mahi mahi,msmarco_v2.1_doc_07_976595880,1
801907,what is table associated for draw originals in sap,msmarco_v2.1_doc_09_341196191,1
277632,how many calories in one large baked potato,msmarco_v2.1_doc_03_1614315961,1
1007473,_______ sediments originate from elements in seawater that precipitate out of solution.,msmarco_v2.1_doc_10_710412454,1
277701,how many calories in publix chicken tender subway,msmarco_v2.1_doc_06_302115906,1
277737,how many calories in skyy vodka,msmarco_v2.1_doc_51_110081400,1
1019649,what study for mets to brain,msmarco_v2.1_doc_04_902697336,1
15607,all of the following were created by the first congress in 1789,msmarco_v2.1_doc_08_880278033,1
1064195,what is aircraft ram air,msmarco_v2.1_doc_10_1277970750,1
1064206,color of urine,msmarco_v2.1_doc_05_1298082959,1
277785,how many calories in tbsp of butter,msmarco_v2.1_doc_09_558231246,1
277799,how many calories in tomatillo sauce,msmarco_v2.1_doc_09_742611290,1
277799,how many calories in tomatillo sauce,msmarco_v2.1_doc_40_161389224,1
277977,how many calories mcdonalds chicken nuggets,msmarco_v2.1_doc_07_976845489,1
253678,how long does it take for collections to come off credit report,msmarco_v2.1_doc_08_188199580,1
1064687,what is actifed used for,msmarco_v2.1_doc_00_193160379,1
1064687,what is actifed used for,msmarco_v2.1_doc_16_1499775735,1
540432,was michael jordan a cub scout,msmarco_v2.1_doc_08_1450544919,1
802634,what is tcp chemical,msmarco_v2.1_doc_10_569607870,1
1064808,what is acantholysis,msmarco_v2.1_doc_07_875446563,1
278429,how many carbs can a type 2 diabetic have per day,msmarco_v2.1_doc_03_1622216754,1
1094996,how tall is tacko fall,msmarco_v2.1_doc_05_732935605,1
1064961,collages definition,msmarco_v2.1_doc_16_967581310,1
278542,how many carbs in a quest bar,msmarco_v2.1_doc_04_1140055006,1
278606,how many carbs in cool whip,msmarco_v2.1_doc_09_725038818,1
278658,how many carbs in one cup of cooked quinoa,msmarco_v2.1_doc_09_737221154,1
1065118,why do my eyes have mucus,msmarco_v2.1_doc_07_964467865,1
1065160,what is a wrongful act for directors and officers,msmarco_v2.1_doc_44_394498114,1
540906,was the great wall of china breached,msmarco_v2.1_doc_54_1298659500,1
278863,how many career games did paul krause play in the nfl.,msmarco_v2.1_doc_18_971337842,1
803237,what is terminal velocity for humans,msmarco_v2.1_doc_03_623557822,1
541135,was there a true bagger vance,msmarco_v2.1_doc_01_1556290429,1
16860,american translators association how to study,msmarco_v2.1_doc_33_646222753,1
1065494,what is a vhf system,msmarco_v2.1_doc_03_263376005,1
1065494,what is a vhf system,msmarco_v2.1_doc_46_40738648,1
1065551,what is a variable factor,msmarco_v2.1_doc_04_21607399,1
1065558,what is a variable account in a annuity,msmarco_v2.1_doc_07_414196921,1
541274,was winnie the pooh a boy,msmarco_v2.1_doc_09_411261685,1
1065650,what is a url on my,msmarco_v2.1_doc_57_972696165,1
1095121,how old to be to work at buffalo wild wings,msmarco_v2.1_doc_01_1767191827,1
1065712,what is a unit step response,msmarco_v2.1_doc_01_2126202737,1
541425,washington state mortgage rates,msmarco_v2.1_doc_45_762761798,1
803599,what is the  mascot of   yale university,msmarco_v2.1_doc_04_79416523,1
1065971,what is a transfer of debt account?,msmarco_v2.1_doc_04_1058345741,1
1065985,why do we need a written constitution,msmarco_v2.1_doc_07_680414210,1
1066043,why do we push others away,msmarco_v2.1_doc_50_2301316892,1
1066116,why do women get period cramps,msmarco_v2.1_doc_30_130260158,1
279718,how many coats of watco butcher block finish on butcher block,msmarco_v2.1_doc_55_293207890,1
17635,"an increase of adh causes the kidneys to ________ the reabsorption of water, causing them to produce _______ urine.",msmarco_v2.1_doc_04_243454597,1
541948,watery blurry eyes,msmarco_v2.1_doc_06_222946097,1
541948,watery blurry eyes,msmarco_v2.1_doc_42_806262968,1
804103,what is the actual us independence day,msmarco_v2.1_doc_07_239200539,1
541969,watt to kilowatt hours,msmarco_v2.1_doc_01_527311737,1
804197,what is the advantage of sexual reproduction,msmarco_v2.1_doc_56_357439123,1
17848,anatomy origin definition,msmarco_v2.1_doc_00_1385829810,1
789439,what is rally in agile,msmarco_v2.1_doc_02_1453203700,1
658372,what event started world war 1,msmarco_v2.1_doc_09_1713714587,1
280223,how many credits for an associate s degree,msmarco_v2.1_doc_44_176491869,1
1066709,what is a tag sale,msmarco_v2.1_doc_09_1761914365,1
804687,what is the altitude of be,msmarco_v2.1_doc_03_1415678795,1
1066916,what is a sulfur atom,msmarco_v2.1_doc_34_1627742123,1
1066958,what is a subject access request?,msmarco_v2.1_doc_53_715526956,1
1066966,what is a studio room in assisted living,msmarco_v2.1_doc_01_191433182,1
1066971,what is a student senate,msmarco_v2.1_doc_42_965371507,1
323592,how much is unemployment benefits massachusetts,msmarco_v2.1_doc_08_540296085,1
804996,what is the anthem zip code,msmarco_v2.1_doc_10_385977030,1
1067276,what is a spoiled brat,msmarco_v2.1_doc_18_2316370572,1
1067284,what is a splendor in a ship,msmarco_v2.1_doc_14_1405511072,1
134239,definition of electric field,msmarco_v2.1_doc_01_1567553264,1
1067587,what is a situational purpose,msmarco_v2.1_doc_02_1602011123,1
1067640,what is a signal transduction pathway example,msmarco_v2.1_doc_10_1526120071,1
1067659,what is a seller's contribution,msmarco_v2.1_doc_40_384713709,1
1067724,what is a sea stack,msmarco_v2.1_doc_18_2351207289,1
